instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_n_errors,_n_messages,_est_tokens
qiboteam__qibo-642,1,0.044642,3985.8,77,qwen3-30b,10,23,40,6,155,39858
datalad__datalad-next-518,1,0.045662,6795.0,44,qwen3-30b,6,14,20,2,89,40770
dask__dask-10765,0,0.03609,6444.6,44,qwen3-30b,5,11,25,9,89,32223
NREL__hescore-hpxml-197,1,0.044908,4455.2,51,qwen3-30b,9,11,27,2,103,40096
tobymao__sqlglot-3682,0,0.086813,2981.2,100,qwen3-30b,26,28,43,7,201,77512
tobymao__sqlglot-3179,0,0.042673,3175.1,74,qwen3-30b,12,16,42,3,149,38101
caleb531__automata-123,1,0.045888,4552.4,42,qwen3-30b,9,9,19,1,85,40971
tobymao__sqlglot-8,0,0.045366,2025.3,100,qwen3-30b,20,30,47,14,201,40506
tefra__xsdata-749,0,0.075114,3725.9,100,qwen3-30b,18,27,50,5,201,67066
iterative__dvc-1712,1,0.041838,6225.9,38,qwen3-30b,6,14,15,0,77,37355
jdkandersson__OpenAlchemy-57,0,0.053864,4809.3,63,qwen3-30b,10,12,34,13,127,48093
pydicom__pydicom-811,1,0.036479,6514.1,40,qwen3-30b,5,11,21,1,81,32571
Clinical-Genomics__patientMatcher-75,1,0.0541,2841.4,50,qwen3-30b,17,14,14,1,101,48303
python-cmd2__cmd2-89,0,0.069876,3899.3,96,qwen3-30b,16,21,52,8,193,62389
jmoiron__humanize-107,0,0.056782,5633.1,75,qwen3-30b,9,13,41,4,151,50698
ithaka__apiron-98,0,0.032134,2869.2,54,qwen3-30b,10,15,24,0,109,28692
andersbogsnes__ml_tooling-454,0,0.067144,5450.0,58,qwen3-30b,11,17,26,7,117,59950
aiogram__aiogram-1267,0,0.042352,2908.8,68,qwen3-30b,13,20,29,5,137,37814
tobymao__sqlglot-2739,0,0.037299,3700.2,59,qwen3-30b,9,18,28,2,119,33302
chimpler__pyhocon-92,1,0.06879,2193.6,92,qwen3-30b,28,15,42,7,185,61420
oasis-open__cti-python-stix2-369,1,0.061654,7864.1,70,qwen3-30b,7,16,43,1,141,55048
django-json-api__django-rest-framework-json-api-842,1,0.034358,5112.8,64,qwen3-30b,6,18,33,7,129,30677
lightkurve__lightkurve-1426,0,0.043139,4814.6,52,qwen3-30b,8,10,26,1,105,38517
frictionlessdata__frictionless-py-1045,0,0.068266,3585.4,100,qwen3-30b,17,28,51,9,201,60952
python-trio__trio-1805,0,0.074657,3703.2,95,qwen3-30b,18,30,44,7,191,66658
joke2k__faker-2155,1,0.061061,4956.2,72,qwen3-30b,11,20,37,3,145,54518
agronholm__exceptiongroup-69,1,0.043212,4822.7,45,qwen3-30b,8,12,21,5,91,38582
marshmallow-code__marshmallow-1036,0,0.045371,2025.5,76,qwen3-30b,20,15,38,7,153,40510
MaxGhenis__microdf-80,1,0.025821,7684.8,34,qwen3-30b,3,11,16,2,69,23054
CORE-GATECH-GROUP__serpent-tools-346,1,0.063541,8104.8,86,qwen3-30b,7,31,44,1,173,56733
aiogram__aiogram-1247,1,0.033331,2976.0,74,qwen3-30b,10,22,29,12,149,29760
Aarhus-Psychiatry-Research__timeseriesflattener-186,0,0.064422,2212.3,100,qwen3-30b,26,18,44,8,201,57520
globus__globus-sdk-python-683,1,0.027707,2748.7,57,qwen3-30b,9,15,30,2,115,24738
awdeorio__mailmerge-155,1,0.049778,7407.4,51,qwen3-30b,6,8,32,2,103,44444
pyvista__pyvista-4315,1,0.027256,3476.5,47,qwen3-30b,7,13,23,3,95,24336
horejsek__python-fastjsonschema-88,1,0.053532,9559.3,55,qwen3-30b,5,15,33,0,111,47796
catalystneuro__neuroconv-907,0,0.055565,7087.3,58,qwen3-30b,7,16,31,1,117,49611
CS-SI__eodag-490,1,0.04171,2482.8,56,qwen3-30b,15,13,24,7,113,37242
twisted__twisted-12096,1,0.035215,6288.4,56,qwen3-30b,5,17,30,5,113,31442
RockefellerArchiveCenter__DACSspace-51,0,0.031378,2546.9,61,qwen3-30b,11,15,27,2,123,28016
NREL__hescore-hpxml-169,1,0.049919,2971.4,68,qwen3-30b,15,14,36,5,137,44570
Fatal1ty__mashumaro-127,1,0.060078,7663.0,47,qwen3-30b,7,11,25,0,95,53641
iterative__dvc-3132,1,0.056387,5034.5,98,qwen3-30b,10,15,70,5,197,50345
LSSTDESC__gcr-catalogs-524,0,0.067455,5018.9,74,qwen3-30b,12,18,39,0,149,60227
facelessuser__soupsieve-131,0,0.038697,3141.0,64,qwen3-30b,11,11,38,3,129,34551
PennyLaneAI__pennylane-6732,0,0.062914,5106.7,77,qwen3-30b,11,24,32,2,155,56173
PennyLaneAI__pennylane-5926,0,0.082548,3204.5,86,qwen3-30b,23,18,41,10,173,73704
ioos__erddapy-155,1,0.035279,5249.8,40,qwen3-30b,6,13,17,1,81,31499
encode__uvicorn-1600,0,0.042492,2107.8,86,qwen3-30b,18,21,42,4,173,37940
executablebooks__mdit-py-plugins-119,0,0.059284,2406.0,84,qwen3-30b,22,22,36,10,169,52932
All-Hands-AI__OpenHands-3925,0,0.07359,13141.1,52,qwen3-30b,5,18,25,2,105,65706
hgrecco__pint-pandas-87,0,0.051786,3853.1,64,qwen3-30b,12,20,28,0,129,46238
aesara-devs__aesara-986,1,0.086002,4516.9,91,qwen3-30b,17,15,56,3,183,76787
repobee__repobee-330,0,0.06332,4348.9,100,qwen3-30b,13,20,55,6,201,56536
reata__sqllineage-593,0,0.049884,4049.0,71,qwen3-30b,11,14,41,5,143,44540
CWorthy-ocean__C-Star-226,0,0.075889,6775.8,67,qwen3-30b,10,13,39,4,135,67758
Duke-GCB__DukeDSClient-158,0,0.051306,5089.9,61,qwen3-30b,9,10,36,8,123,45809
googlefonts__glyphsLib-808,0,0.068435,8728.9,79,qwen3-30b,7,22,44,1,159,61102
dask__dask-10765,0,0.03689,8234.3,47,qwen3-30b,4,9,30,5,95,32937
robotframework__SeleniumLibrary-1201,1,0.080361,3119.6,77,qwen3-30b,23,24,26,4,155,71751
streamlink__streamlink-3422,0,0.04741,4233.0,53,qwen3-30b,10,9,30,6,107,42330
NOhs__dkey-18,0,0.040057,3973.9,53,qwen3-30b,9,11,30,5,107,35765
tobymao__sqlglot-3477,0,0.10431,10348.2,91,qwen3-30b,9,16,61,2,183,93134
ShawHahnLab__igseq-37,0,0.045455,8116.9,49,qwen3-30b,5,13,28,1,99,40585
frictionlessdata__frictionless-py-994,0,0.049936,3184.7,92,qwen3-30b,14,32,42,9,185,44586
tensorflow__addons-2345,0,0.045584,6783.3,48,qwen3-30b,6,11,28,13,97,40700
karllark__dust_extinction-229,0,0.042549,4748.8,49,qwen3-30b,8,9,24,0,99,37990
cloud-custodian__cloud-custodian-5616,0,0.040345,4002.5,74,qwen3-30b,9,20,42,2,149,36023
pytorch__ignite-1194,1,0.047178,4212.3,64,qwen3-30b,10,21,30,4,129,42123
adamboche__python-marshmallow-union-29,1,0.034774,3881.0,49,qwen3-30b,8,9,28,4,99,31048
fronzbot__blinkpy-37,0,0.088687,7198.6,100,qwen3-30b,11,23,64,3,201,79184
Pylons__webob-332,0,0.065307,5830.9,56,qwen3-30b,10,12,32,0,113,58310
streamlink__streamlink-5557,0,0.055764,3830.0,72,qwen3-30b,13,17,35,8,145,49790
PedestrianDynamics__PedPy-278,0,0.057735,12887.2,41,qwen3-30b,4,11,22,0,83,51549
adamchainz__pip-lock-121,1,0.053266,4755.9,57,qwen3-30b,10,10,33,5,115,47559
ibis-project__ibis-4670,0,0.025179,4496.3,45,qwen3-30b,5,10,26,2,91,22482
feder-observatory__stellarphot-311,1,0.058763,10493.4,45,qwen3-30b,5,11,25,7,91,52467
dchevell__flask-executor-45,0,0.06817,6086.6,98,qwen3-30b,10,20,64,2,197,60866
python-pillow__Pillow-8366,0,0.0707,5738.6,76,qwen3-30b,11,23,34,2,153,63125
ramonhagenaars__jsons-161,1,0.050017,6379.7,48,qwen3-30b,7,18,21,2,97,44658
tox-dev__tox-552,1,0.04131,5269.1,51,qwen3-30b,7,10,31,0,103,36884
bokeh__bokeh-6394,0,0.048983,2429.7,91,qwen3-30b,18,19,50,10,183,43735
python-versioneer__python-versioneer-222,0,0.042227,3141.9,74,qwen3-30b,12,19,35,7,149,37702
European-XFEL__EXtra-data-287,0,0.066522,4568.8,85,qwen3-30b,13,29,39,3,171,59394
xonsh__xonsh-5632,0,0.057331,4653.5,66,qwen3-30b,11,19,32,3,133,51189
just-work__fffw-100,1,0.05909,4796.3,66,qwen3-30b,11,21,30,0,133,52759
googleapis__python-spanner-122,0,0.110764,5494.2,85,qwen3-30b,18,20,43,15,171,98896
awslabs__aws-embedded-metrics-python-20,1,0.03804,11321.5,40,qwen3-30b,3,8,18,0,81,33964
meejah__txtorcon-213,1,0.074502,6651.9,59,qwen3-30b,10,15,28,4,119,66520
googleapis__python-api-core-546,1,0.047148,10524.2,47,qwen3-30b,4,14,25,13,95,42097
hgrecco__pint-1409,0,0.030731,3429.8,65,qwen3-30b,8,11,41,1,131,27438
beetbox__beets-3085,1,0.030856,3061.1,67,qwen3-30b,9,20,34,8,135,27550
tobymao__sqlglot-2619,1,0.028475,8474.7,50,qwen3-30b,3,14,30,1,101,25424
omni-us__jsonargparse-254,0,0.054566,3747.7,80,qwen3-30b,13,18,46,5,161,48720
Zulko__moviepy-1333,1,0.027212,4859.4,48,qwen3-30b,5,12,27,1,97,24297
googleapis__python-firestore-280,0,0.058938,4783.9,76,qwen3-30b,11,26,36,9,153,52623
pynamodb__PynamoDB-936,1,0.027452,3063.9,44,qwen3-30b,8,10,22,6,89,24511
graphql-python__graphene-django-1063,0,0.065661,6514.0,54,qwen3-30b,9,16,25,4,109,58626
keras-team__keras-cv-1864,1,0.060048,4124.2,55,qwen3-30b,13,11,27,0,111,53614
pybamm-team__PyBaMM-314,1,0.059073,3767.4,83,qwen3-30b,14,31,33,14,167,52744
cekit__cekit-893,1,0.057891,5743.2,65,qwen3-30b,9,22,32,4,131,51688
aiogram__aiogram-1267,0,0.052209,6659.3,58,qwen3-30b,7,20,28,3,117,46615
Ouranosinc__xclim-235,0,0.048358,3925.2,75,qwen3-30b,11,17,43,5,151,43177
mahmoud__boltons-203,0,0.049045,2575.9,72,qwen3-30b,17,16,36,9,145,43790
pydap__pydap-336,0,0.065498,2658.2,100,qwen3-30b,22,31,44,4,201,58480
macbre__sql-metadata-316,0,0.045116,4028.2,63,qwen3-30b,10,21,27,2,127,40282
XKNX__xknx-1551,0,0.087895,6539.8,85,qwen3-30b,12,21,47,5,171,78478
bimpression__sosw-88,0,0.067864,3029.6,78,qwen3-30b,20,20,32,3,157,60592
magpylib__magpylib-642,1,0.044797,2857.0,71,qwen3-30b,14,20,32,4,143,39998
Viatorus__quom-43,0,0.047675,3547.3,64,qwen3-30b,12,22,27,0,129,42567
childsish__dynamic-yaml-18,1,0.040276,2996.8,48,qwen3-30b,12,12,21,3,97,35961
akaihola__darker-746,1,0.056457,4582.6,63,qwen3-30b,11,9,39,8,127,50408
google__latexify_py-195,1,0.062388,3481.5,62,qwen3-30b,16,14,28,3,125,55704
canonical__charmcraft-869,1,0.04992,5571.4,45,qwen3-30b,8,9,25,7,91,44572
mwouts__jupytext-368,0,0.072705,3416.6,100,qwen3-30b,19,30,48,1,201,64915
fitbenchmarking__fitbenchmarking-1336,0,0.079113,5886.4,63,qwen3-30b,12,21,25,0,127,70637
Sceptre__sceptre-1277,0,0.053634,5320.8,59,qwen3-30b,9,19,26,12,119,47887
stuartmccoll__gitlab-changelog-generator-27,0,0.04583,6820.0,39,qwen3-30b,6,10,20,3,79,40920
hhatto__autopep8-466,0,0.057361,2560.7,100,qwen3-30b,20,22,54,2,201,51215
wemake-services__wemake-python-styleguide-2500,1,0.058685,4763.4,81,qwen3-30b,11,20,46,1,163,52398
tox-dev__tox-travis-93,0,0.061381,4215.8,58,qwen3-30b,13,14,26,3,117,54805
reagento__dishka-143,1,0.093058,3956.5,87,qwen3-30b,21,23,38,4,175,83088
reportportal__client-Python-89,1,0.034288,4373.4,34,qwen3-30b,7,8,14,3,69,30614
mc706__changelog-cli-34,1,0.02511,3202.8,74,qwen3-30b,7,11,52,3,149,22420
PyPSA__linopy-79,1,0.050679,3480.7,100,qwen3-30b,13,20,64,6,201,45249
cthoyt__ols-client-5,0,0.033655,3338.8,43,qwen3-30b,9,9,19,3,87,30049
tobymao__sqlglot-3111,1,0.03696,4125.0,61,qwen3-30b,8,15,35,2,123,33000
mit-ll-responsible-ai__hydra-zen-266,0,0.065917,4904.5,66,qwen3-30b,12,12,38,3,133,58854
Ouranosinc__xclim-347,0,0.066118,3689.6,74,qwen3-30b,16,23,30,2,149,59034
koaning__clumper-53,0,0.033477,7472.6,44,qwen3-30b,4,10,21,10,89,29890
tefra__xsdata-755,0,0.044525,4417.1,53,qwen3-30b,9,11,30,0,107,39754
marshmallow-code__marshmallow-1702,0,0.047297,3016.4,67,qwen3-30b,14,12,36,4,135,42230
scikit-hep__hist-247,1,0.063173,3525.3,73,qwen3-30b,16,11,43,1,147,56404
bvanelli__actualpy-108,0,0.065705,2095.2,100,qwen3-30b,28,30,39,14,201,58666
twu__skjold-149,1,0.063364,11315.0,50,qwen3-30b,5,13,28,1,101,56575
joshuadavidthomas__django-bird-71,1,0.084834,4734.0,67,qwen3-30b,16,18,28,2,135,75744
locustio__locust-1113,1,0.054102,8050.9,62,qwen3-30b,6,17,34,6,125,48306
pybamm-team__PyBaMM-4072,1,0.11017,8197.2,62,qwen3-30b,12,15,32,5,125,98366
faucetsdn__chewie-109,0,0.100717,8175.1,66,qwen3-30b,11,15,35,4,133,89926
ApptuitAI__apptuit-py-10,0,0.032814,2663.5,63,qwen3-30b,11,15,32,10,127,29298
radiasoft__pykern-404,0,0.059253,6613.1,56,qwen3-30b,8,14,30,2,113,52905
cloud-custodian__cloud-custodian-5640,0,0.042395,4205.9,63,qwen3-30b,9,22,28,4,127,37853
networkx__networkx-6908,1,0.042091,4697.7,54,qwen3-30b,8,17,25,0,109,37581
PagerDuty__pdpyras-54,1,0.037429,4177.3,50,qwen3-30b,8,13,24,2,101,33418
matthewwithanm__python-markdownify-110,0,0.060392,6740.2,42,qwen3-30b,8,11,21,0,85,53922
hasgeek__coaster-280,0,0.083525,3242.4,82,qwen3-30b,23,14,40,1,165,74576
beeware__briefcase-935,1,0.048188,4780.5,51,qwen3-30b,9,13,24,2,103,43025
wireservice__csvkit-770,1,0.047453,6052.6,56,qwen3-30b,7,16,30,3,113,42368
PyFilesystem__pyfilesystem2-396,1,0.042106,3759.4,57,qwen3-30b,10,12,29,1,115,37594
cwacek__python-jsonschema-objects-263,0,0.066797,4587.7,75,qwen3-30b,13,18,42,1,151,59640
python-pillow__Pillow-5609,0,0.060344,5986.5,63,qwen3-30b,9,19,32,3,127,53879
serge-sans-paille__gast-59,1,0.048542,10835.3,37,qwen3-30b,4,9,21,0,75,43341
tox-dev__tox-2873,0,0.105729,4720.1,100,qwen3-30b,20,22,54,2,201,94401
jupyter__nbformat-198,1,0.048387,4320.2,60,qwen3-30b,10,15,31,2,121,43202
wemake-services__wemake-python-styleguide-3212,1,0.049635,5539.7,61,qwen3-30b,8,25,24,5,123,44317
zopefoundation__zope.ramcache-5,0,0.044932,3343.1,54,qwen3-30b,12,12,26,7,109,40118
scikit-image__scikit-image-5271,1,0.061052,4193.1,81,qwen3-30b,13,22,41,2,163,54511
pyvista__pyvista-6060,1,0.044199,4384.8,50,qwen3-30b,9,10,28,1,101,39463
astropy__specutils-724,0,0.053566,4782.7,59,qwen3-30b,10,13,32,1,119,47827
spdx__tools-python-765,0,0.039819,4444.0,62,qwen3-30b,8,9,41,14,125,35552
tobymao__sqlglot-1083,1,0.041877,7478.1,51,qwen3-30b,5,13,27,3,103,37390
Toblerity__rtree-141,1,0.037277,4754.8,44,qwen3-30b,7,10,24,0,89,33283
iterative__dvc-4124,0,0.051674,4194.3,63,qwen3-30b,11,15,30,1,127,46138
tobymao__sqlglot-2127,0,0.03865,3450.9,74,qwen3-30b,10,21,40,2,149,34509
tobymao__sqlglot-1973,0,0.046649,2192.2,100,qwen3-30b,19,22,57,9,201,41651
tofunlp__lineflow-254,1,0.037423,5569.0,46,qwen3-30b,6,12,24,1,93,33414
sktime__sktime-5208,1,0.040961,7314.5,45,qwen3-30b,5,13,23,0,91,36572
facebookincubator__ptr-56,0,0.044387,4403.5,57,qwen3-30b,9,14,32,2,115,39632
pybamm-team__PyBaMM-602,0,0.048637,10856.4,49,qwen3-30b,4,14,26,3,99,43426
EdinburghGenomics__EGCG-Core-11,1,0.034841,7777.1,35,qwen3-30b,4,12,17,0,71,31108
sqlfluff__sqlfluff-1427,0,0.039344,2341.9,100,qwen3-30b,15,26,56,9,201,35128
iterative__dvc-5839,1,0.054398,4415.4,56,qwen3-30b,11,15,25,2,113,48569
marshmallow-code__webargs-584,0,0.038957,2675.6,65,qwen3-30b,13,11,36,3,131,34783
BAMWelDX__weldx-412,0,0.053852,3205.5,63,qwen3-30b,15,18,26,0,127,48082
tox-dev__tox-2529,1,0.056016,4167.8,80,qwen3-30b,12,28,37,9,161,50014
borgbackup__borg-8436,0,0.059506,8855.0,100,qwen3-30b,6,36,51,14,201,53130
scanapi__scanapi-173,1,0.031479,7026.5,36,qwen3-30b,4,11,15,0,73,28106
conan-io__conan-4299,0,0.06708,4607.1,70,qwen3-30b,13,17,37,3,141,59893
spdx__tools-python-543,0,0.059341,3784.5,76,qwen3-30b,14,16,42,2,153,52983
jboss-dockerfiles__dogen-149,0,0.050813,4124.5,43,qwen3-30b,11,15,13,2,87,45369
graphql-python__graphene-django-842,0,0.052458,4258.0,58,qwen3-30b,11,15,26,6,117,46838
SirAnthony__slpp-32,1,0.025295,2258.5,42,qwen3-30b,10,8,19,5,85,22585
ipython__ipython-14108,0,0.051262,4160.9,60,qwen3-30b,11,12,34,14,121,45770
Azure__azure-cli-2844,0,0.059215,6608.8,85,qwen3-30b,8,16,50,5,171,52870
GenericMappingTools__pygmt-575,0,0.046238,3753.0,59,qwen3-30b,11,15,29,2,119,41284
twisted__towncrier-298,0,0.032686,3242.6,51,qwen3-30b,9,12,26,6,103,29184
btel__svg_utils-62,1,0.036168,4036.6,52,qwen3-30b,8,13,28,3,105,32293
postlund__pyatv-1095,0,0.052073,6641.9,45,qwen3-30b,7,14,20,1,91,46494
python-lsp__python-lsp-server-497,0,0.053521,6826.7,52,qwen3-30b,7,12,29,2,105,47787
trinodb__trino-python-client-136,0,0.04127,6141.4,62,qwen3-30b,6,12,40,4,125,36848
asottile__pyupgrade-120,1,0.048189,3585.5,63,qwen3-30b,12,14,34,5,127,43026
zopefoundation__ZODB-291,1,0.053891,3007.3,100,qwen3-30b,16,23,56,8,201,48117
ApptuitAI__apptuit-py-21,0,0.044046,7865.4,33,qwen3-30b,5,11,14,3,67,39327
google__mobly-821,0,0.096716,10794.2,78,qwen3-30b,8,33,34,2,157,86354
tofunlp__lineflow-254,1,0.0499,6364.8,42,qwen3-30b,7,10,19,1,85,44553
celery__kombu-1754,1,0.029149,6506.4,40,qwen3-30b,4,7,26,3,81,26026
fzakaria__nix-auto-follow-21,0,0.046697,5956.3,43,qwen3-30b,7,12,22,3,87,41694
pycontribs__jenkinsapi-528,1,0.051732,5773.6,54,qwen3-30b,8,14,27,3,109,46189
BoboTiG__ebook-reader-dict-2101,0,0.06201,6151.8,55,qwen3-30b,9,14,29,2,111,55366
mpdavis__python-jose-76,0,0.063916,5706.8,69,qwen3-30b,10,20,29,6,139,57068
l-vo__photos-picker-49,1,0.020827,2324.4,43,qwen3-30b,8,12,21,2,87,18596
pypa__setuptools_scm-929,0,0.064266,6375.6,84,qwen3-30b,9,17,51,5,169,57381
python-pillow__Pillow-8358,1,0.049756,5553.1,58,qwen3-30b,8,13,34,5,117,44425
alexgolec__tda-api-37,0,0.060624,3866.3,65,qwen3-30b,14,11,37,3,131,54128
Backblaze__B2_Command_Line_Tool-420,0,0.055293,6171.1,64,qwen3-30b,8,19,34,0,129,49369
reata__sqllineage-41,1,0.069813,2968.2,91,qwen3-30b,21,15,50,1,183,62333
dbcli__athenacli-42,1,0.049916,7427.9,43,qwen3-30b,6,10,22,2,87,44568
pyro-ppl__numpyro-1894,1,0.042442,7578.9,50,qwen3-30b,5,7,33,0,101,37894
aequitas__python-rflink-39,1,0.065738,8385.0,66,qwen3-30b,7,18,38,5,133,58695
pypa__setuptools_scm-924,0,0.059779,5930.5,56,qwen3-30b,9,15,29,3,113,53374
pybamm-team__PyBaMM-748,0,0.072441,3404.2,89,qwen3-30b,19,25,41,2,179,64680
vogt4nick__dequindre-53,1,0.046896,3489.3,58,qwen3-30b,12,12,22,1,117,41872
lmfit__lmfit-py-554,0,0.041486,1277.3,100,qwen3-30b,29,27,37,10,201,37042
cekit__cekit-893,1,0.060922,4532.9,66,qwen3-30b,12,22,28,4,133,54394
jendrikseipp__vulture-340,1,0.066852,3316.1,67,qwen3-30b,18,10,35,10,135,59689
ansible__ansible-builder-627,0,0.060555,4915.2,55,qwen3-30b,11,12,27,3,111,54067
sdepy__sdepy-13,1,0.027039,2414.2,62,qwen3-30b,10,18,30,2,125,24142
AzureAD__microsoft-authentication-library-for-python-315,0,0.090468,6213.5,73,qwen3-30b,13,21,35,12,147,80775
googleapis__python-storage-235,0,0.048867,8726.3,61,qwen3-30b,5,16,35,14,123,43632
burnash__gspread-1269,1,0.053749,5332.2,54,qwen3-30b,9,18,22,2,109,47990
streamlink__streamlink-3205,1,0.037442,6686.1,48,qwen3-30b,5,7,32,2,97,33430
florimondmanca__asgi-lifespan-18,0,0.061609,1170.4,100,qwen3-30b,47,16,33,18,201,55008
asottile__setup-cfg-fmt-48,1,0.04562,5818.8,44,qwen3-30b,7,13,22,0,89,40732
jupyter-server__jupyter_server-556,1,0.038593,4922.6,62,qwen3-30b,7,15,38,11,125,34458
jmcnamara__XlsxWriter-956,1,0.031472,3512.5,47,qwen3-30b,8,15,20,4,95,28100
conan-io__conan-4852,0,0.066729,8511.3,100,qwen3-30b,7,42,48,6,201,59579
Kozea__WeasyPrint-2398,0,0.057074,3184.9,72,qwen3-30b,16,11,41,4,145,50958
Knio__pynmea2-124,1,0.033769,6030.2,35,qwen3-30b,5,9,18,1,71,30151
Zulko__moviepy-890,0,0.044778,2665.4,66,qwen3-30b,15,14,33,16,133,39980
RPing__influx-prompt-17,1,0.043865,6527.6,34,qwen3-30b,6,9,16,3,69,39166
theolind__pymysensors-154,0,0.055441,2062.5,99,qwen3-30b,24,22,49,4,199,49501
reanahub__reana-client-606,1,0.039384,8791.1,46,qwen3-30b,4,14,24,2,93,35164
EMCECS__python-ecsclient-30,0,0.043631,3895.6,77,qwen3-30b,10,21,44,6,155,38956
stfc__PSyclone-834,1,0.0765,4553.6,79,qwen3-30b,15,17,42,7,159,68304
mwouts__jupytext-612,0,0.056821,2536.6,91,qwen3-30b,20,17,49,1,183,50733
encode__starlette-1240,1,0.051254,9152.5,39,qwen3-30b,5,11,19,3,79,45762
Duke-GCB__DukeDSClient-270,0,0.054453,12154.8,61,qwen3-30b,4,24,31,4,123,48619
algorand__pyteal-655,0,0.042918,6386.6,58,qwen3-30b,6,14,36,9,117,38320
scipp__plopp-126,0,0.059546,3797.6,92,qwen3-30b,14,32,41,5,185,53166
microsoft__electionguard-python-191,1,0.039899,4453.1,53,qwen3-30b,8,11,30,3,107,35624
mmcdermott__MEDS_transforms-287,0,0.076434,4874.6,77,qwen3-30b,14,26,33,5,155,68245
tobymao__sqlglot-1375,0,0.04367,2785.1,100,qwen3-30b,14,30,53,4,201,38992
pennmem__cmlreaders-114,0,0.060127,5368.4,70,qwen3-30b,10,20,26,16,141,53684
GenericMappingTools__pygmt-575,1,0.037205,3019.9,57,qwen3-30b,11,13,25,4,115,33219
macbre__sql-metadata-387,1,0.042312,6296.4,40,qwen3-30b,6,10,20,0,81,37778
hhm970__c10-games-tracker-project-161,1,0.029393,6560.9,38,qwen3-30b,4,14,14,1,77,26244
iterative__dvc-1457,0,0.058278,4002.6,65,qwen3-30b,13,12,35,18,131,52034
hasgeek__coaster-280,0,0.061216,3416.1,71,qwen3-30b,16,13,35,1,143,54657
scipp__plopp-250,0,0.059479,17702.1,53,qwen3-30b,3,10,35,5,107,53106
pythongssapi__requests-gssapi-16,0,0.050826,5042.2,51,qwen3-30b,9,16,16,10,103,45380
encode__starlette-291,1,0.046041,2740.6,54,qwen3-30b,15,8,24,1,109,41108
hhursev__recipe-scrapers-1187,1,0.033928,6058.5,44,qwen3-30b,5,19,16,7,89,30292
azavea__python-omgeo-68,1,0.040409,2577.1,66,qwen3-30b,14,17,31,6,133,36079
unt-libraries__edtf-validate-29,1,0.040332,9002.8,39,qwen3-30b,4,11,22,0,79,36011
PyCQA__pyflakes-435,1,0.060993,6050.9,61,qwen3-30b,9,17,30,0,123,54458
statsmodels__statsmodels-8801,0,0.054493,2316.9,69,qwen3-30b,21,14,29,1,139,48655
pika__pika-1041,0,0.05901,10537.5,100,qwen3-30b,5,24,66,7,201,52687
ethereum__py_ecc-6,1,0.037744,6740.1,33,qwen3-30b,5,7,18,1,67,33700
capitalone__datacompy-62,1,0.059111,7539.7,50,qwen3-30b,7,12,26,1,101,52778
influxdata__influxdb-client-python-93,1,0.047656,6078.6,58,qwen3-30b,7,19,28,2,117,42550
python-pillow__Pillow-7357,1,0.02959,5283.9,44,qwen3-30b,5,9,26,2,89,26420
networkx__networkx-3848,0,0.02838,5067.9,51,qwen3-30b,5,13,28,2,103,25340
grappa-py__grappa-39,0,0.062397,3979.4,67,qwen3-30b,14,20,26,15,135,55712
tobymao__sqlglot-3871,1,0.038672,8632.1,73,qwen3-30b,4,22,44,1,147,34528
grabbles__grabbit-60,0,0.048089,3066.9,65,qwen3-30b,14,16,33,5,131,42937
Dorthu__openapi3-90,1,0.04187,3115.3,73,qwen3-30b,12,22,28,9,147,37384
executablebooks__markdown-it-py-78,1,0.074912,2908.1,100,qwen3-30b,23,23,52,11,201,66886
wwkimball__yamlpath-214,0,0.065843,5878.8,63,qwen3-30b,10,15,34,1,127,58788
GenericMappingTools__pygmt-788,0,0.050765,3777.1,71,qwen3-30b,12,17,39,5,143,45326
pytorch__ignite-758,0,0.047715,4733.6,56,qwen3-30b,9,11,32,5,113,42602
repobee__repobee-428,1,0.04923,5494.5,54,qwen3-30b,8,22,20,4,109,43956
pytorch__ignite-461,0,0.030256,5402.8,44,qwen3-30b,5,10,25,1,89,27014
python-cmd2__cmd2-1224,0,0.062032,5538.6,62,qwen3-30b,10,14,35,3,125,55386
awslabs__aws-embedded-metrics-python-20,1,0.047884,10688.4,34,qwen3-30b,4,8,19,0,69,42754
Dorthu__openapi3-75,0,0.048231,3312.6,62,qwen3-30b,13,19,27,7,125,43064
h2non__filetype.py-135,1,0.04392,7842.9,44,qwen3-30b,5,12,24,5,89,39214
geopandas__geopandas-3415,0,0.035796,3995.1,62,qwen3-30b,8,16,34,7,125,31960
pydicom__pydicom-443,0,0.07102,5284.2,100,qwen3-30b,12,36,46,2,201,63411
adamchainz__apig-wsgi-111,0,0.064728,6421.4,63,qwen3-30b,9,16,30,1,127,57793
graphql-python__gql-359,0,0.041877,4673.8,61,qwen3-30b,8,19,29,17,123,37390
python-visualization__folium-2003,0,0.040188,2990.2,63,qwen3-30b,12,19,29,1,127,35882
iterative__dvc-3315,1,0.042925,4790.8,50,qwen3-30b,8,13,26,1,101,38326
DCC-Lab__RayTracing-293,0,0.042109,9399.4,41,qwen3-30b,4,11,23,0,83,37598
Sage-Bionetworks__challengeutils-171,0,0.062621,7987.4,46,qwen3-30b,7,12,21,3,93,55912
