instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_total_tokens,_total_prompt_tokens,_total_completion_tokens
sympy__sympy-12171,0,0.070728,14145.0,31,gpt-4o-mini,0,0,29,14145,0,0
django__django-12308,0,0.071169,14233.0,31,gpt-4o-mini,0,0,30,14233,0,0
scikit-learn__scikit-learn-14983,0,0.086964,17392.0,31,gpt-4o-mini,0,0,30,17392,0,0
sympy__sympy-24213,0,0.028462,5692.0,16,gpt-4o-mini,0,0,15,5692,0,0
sympy__sympy-16281,0,0.097066,19413.0,28,gpt-4o-mini,0,0,26,19413,0,0
scikit-learn__scikit-learn-13439,1,0.01929,3858.0,13,gpt-4o-mini,0,0,11,3858,0,0
sympy__sympy-17139,0,0.019277,3855.0,14,gpt-4o-mini,0,0,12,3855,0,0
django__django-16408,0,0.086243,17248.0,31,gpt-4o-mini,0,0,30,17248,0,0
scikit-learn__scikit-learn-10949,0,0.024776,4955.0,17,gpt-4o-mini,0,0,16,4955,0,0
django__django-13033,0,0.060668,12133.0,31,gpt-4o-mini,0,0,29,12133,0,0
django__django-12453,0,0.031492,6298.0,17,gpt-4o-mini,0,0,16,6298,0,0
django__django-13964,0,0.063309,12661.0,31,gpt-4o-mini,0,0,30,12661,0,0
django__django-12470,0,0.079658,15931.0,31,gpt-4o-mini,0,0,30,15931,0,0
astropy__astropy-14182,0,0.016159,17663.0,11,deepseek,6,0,12,105978,103959,2019
django__django-13658,1,0.041591,23006.6,14,deepseek,12,0,12,276079,273463,2616
django__django-11049,0,0.0,14770.0,15,deepseek,18,0,10,265860,262276,3584
django__django-13230,0,0.0,20117.5,25,deepseek,22,0,26,442586,437902,4684
astropy__astropy-7746,0,0.012435,13390.2,9,deepseek,6,0,8,80341,78414,1927
django__django-11133,0,0.0,27444.5,12,deepseek,4,0,18,109778,107738,2040
django__django-11583,0,0.0,12004.2,14,deepseek,22,0,4,264092,259304,4788
django__django-11019,0,0.0,8239.8,16,deepseek,22,0,8,181276,177654,3622
django__django-10924,0,0.0,35920.2,24,deepseek,26,0,20,933926,926684,7242
django__django-11039,0,0.0,32012.6,12,deepseek,10,0,12,320126,317858,2268
django__django-11001,0,0.05543,36869.7,12,deepseek,10,0,10,368697,365706,2991
astropy__astropy-14365,0,0.033154,21969.5,13,deepseek,10,0,12,219695,217086,2609
astropy__astropy-14995,0,0.0,297272.0,10,deepseek,0,0,18,297272,295324,1948
django__django-10914,0,0.0,23987.4,19,deepseek,16,0,20,383798,379798,4000
django__django-11283,0,0.012507,13233.5,9,deepseek,6,0,8,79401,77200,2201
django__django-11099,0,0.0,7478.8,14,deepseek,18,0,8,134618,130984,3634
django__django-11179,0,0.0,15699.1,17,deepseek,18,0,14,282584,278778,3806
django__django-11742,0,0.0,25484.8,32,deepseek,36,0,26,917452,909300,8152
django__django-11564,0,0.0,37441.2,18,deepseek,16,0,18,599060,593694,5366
django__django-12113,0,0.0,147803.0,10,deepseek,2,0,16,295606,293934,1672
django__django-11848,0,0.0,27171.1,14,deepseek,18,0,8,489080,484216,4864
django__django-11905,0,0.0529,35343.1,16,deepseek,10,0,18,353431,349251,4180
django__django-12125,0,0.075251,25733.4,18,deepseek,20,0,12,514668,510624,4044
django__django-11910,0,0.0,30364.9,23,deepseek,28,0,16,850218,843968,6250
django__django-11999,0,0.0,13051.2,30,deepseek,34,0,24,443740,436392,7348
astropy__astropy-6938,0,0.0,20139.0,101,deepseek,192,0,8,3866692,3844830,21862
django__django-11815,0,0.0,49958.1,32,deepseek,38,0,24,1898406,1885670,12736
django__django-12184,0,0.0,29515.5,28,deepseek,28,0,26,826434,819662,6772
django__django-12284,0,0.0,16338.0,19,deepseek,22,0,14,359436,355268,4168
django__django-12286,1,0.07319,35579.6,16,deepseek,14,0,14,498115,494309,3806
django__django-11797,0,0.0,44821.3,101,deepseek,172,0,28,7709270,7681550,27720
django__django-11620,0,0.0,114935.4,101,deepseek,84,0,116,9654570,9628456,26114
django__django-12589,0,0.0,23150.9,12,deepseek,16,0,6,370414,367332,3082
django__django-12497,0,0.0,36808.9,27,deepseek,32,0,20,1177886,1171214,6672
django__django-12700,0,0.0,34523.6,20,deepseek,22,0,16,759520,753822,5698
django__django-12470,0,0.189265,34636.5,34,deepseek,38,0,26,1316187,1306876,9311
django__django-12747,0,0.0,25414.5,29,deepseek,26,0,30,660776,655140,5636
django__django-12308,0,0.0,84185.2,50,deepseek,64,0,34,5387850,5376526,11324
django__django-11964,0,0.0,36057.5,101,deepseek,184,0,16,6634574,6607272,27302
django__django-12915,0,0.0,14721.2,22,deepseek,22,0,20,323866,319028,4838
django__django-12983,0,0.0,15848.8,17,deepseek,26,0,6,412070,409004,3066
django__django-13158,0,0.0,8520.8,16,deepseek,20,0,10,170416,167252,3164
django__django-11630,0,0.0,88189.6,101,deepseek,98,0,102,8642582,8594646,47936
django__django-13321,0,0.023976,19496.1,12,deepseek,8,0,12,155969,153394,2575
django__django-13265,0,0.0,24541.9,14,deepseek,18,0,8,441754,437842,3912
astropy__astropy-12907,0,0.0,60813.3,44,deepseek,42,0,44,2554160,2488998,65162
django__django-12453,0,0.0,34561.5,26,deepseek,30,0,20,1036846,1030086,6760
django__django-13447,0,0.062298,26345.6,19,deepseek,16,0,18,421529,417527,4002
django__django-13551,0,0.031721,17697.2,17,deepseek,12,0,18,212366,208463,3903
django__django-13028,0,0.0,181084.0,101,deepseek,24,0,176,4346016,4328820,17196
django__django-13660,0,0.0,11239.2,15,deepseek,18,0,10,202306,199376,2930
django__django-13710,0,0.0,80397.5,17,deepseek,4,0,28,321590,317118,4472
django__django-13448,0,0.0,85067.1,38,deepseek,28,0,46,2381880,2372476,9404
django__django-12708,0,0.0,31011.0,101,deepseek,190,0,10,5892084,5853382,38702
django__django-13033,0,0.0,43867.8,101,deepseek,104,0,96,4562252,4540688,21564
django__django-13590,1,0.0,51942.1,38,deepseek,28,0,46,1454380,1446110,8270
django__django-13925,0,0.0,48721.0,16,deepseek,4,0,26,194884,192450,2434
django__django-13220,0,0.0,31043.5,101,deepseek,132,0,68,4097740,4072240,25500
django__django-13401,0,0.0,134224.4,84,deepseek,80,0,86,10737954,10721786,16168
django__django-13315,0,0.0,38247.9,101,deepseek,126,0,74,4819234,4794540,24694
django__django-13933,0,0.0,30016.1,23,deepseek,24,0,20,720386,715108,5278
django__django-14016,0,0.0,13122.9,16,deepseek,18,0,12,236212,232196,4016
django__django-14017,0,0.0,13976.7,15,deepseek,12,0,16,167720,164348,3372
django__django-13964,0,0.0,41321.9,35,deepseek,34,0,34,1404944,1396696,8248
django__django-13757,0,0.0,41486.2,101,deepseek,100,0,100,4148622,4127016,21606
django__django-14382,1,0.018524,15430.2,14,deepseek,8,0,16,123442,121037,2405
django__django-14238,0,0.121061,41441.5,21,deepseek,20,0,18,828830,822372,6458
django__django-14411,0,0.0,24382.3,18,deepseek,14,0,20,341352,337784,3568
django__django-13768,0,0.0,21722.4,101,deepseek,192,0,8,4170702,4145276,25426
django__django-14580,0,0.0,24305.8,20,deepseek,10,0,28,243058,239150,3908
django__django-12856,0,0.0,64360.3,101,deepseek,98,0,102,6307312,6242884,64428
django__django-14608,0,0.0,27305.5,15,deepseek,20,0,8,546110,540282,5828
django__django-14534,0,0.0,28691.5,33,deepseek,46,0,18,1319808,1311756,8052
django__django-14667,0,0.0,8070.7,14,deepseek,18,0,8,145272,141770,3502
django__django-14672,0,0.0,22449.3,13,deepseek,20,0,4,448986,445314,3672
django__django-14752,0,0.0,21359.4,11,deepseek,16,0,4,341750,338432,3318
django__django-14730,0,0.0,29384.6,19,deepseek,16,0,20,470154,464816,5338
django__django-14787,0,0.0,15173.8,20,deepseek,18,0,20,273128,266752,6376
django__django-14999,0,0.0,7581.6,16,deepseek,22,0,8,166796,163028,3768
django__django-14915,0,0.0,13733.4,19,deepseek,18,0,18,247202,241242,5960
django__django-15061,0,0.0,14834.7,17,deepseek,22,0,10,326364,321610,4754
django__django-14997,0,0.061526,26156.1,24,deepseek,16,0,28,418498,413114,5384
django__django-15347,1,0.021073,13782.7,12,deepseek,10,0,10,137827,134709,3118
django__django-14155,0,0.0,31964.6,101,deepseek,190,0,10,6073280,6039936,33344
django__django-15202,0,0.083717,20449.7,28,deepseek,28,0,24,572591,565717,6874
django__django-11422,0,0.034623,38643.2,15,deepseek,6,0,20,231859,229253,2606
django__django-15400,0,0.0,23396.2,11,deepseek,16,0,4,374340,370946,3394
django__django-15388,0,0.0,26235.6,13,deepseek,16,0,8,419770,411986,7784
django__django-14855,1,0.0,81897.7,101,deepseek,98,0,102,8025976,8005094,20882
django__django-15781,0,0.0,103375.0,18,deepseek,2,0,32,206750,204206,2544
django__django-15252,0,0.0,34664.9,26,deepseek,28,0,22,970618,962296,8322
django__django-15789,0,0.0,23370.9,15,deepseek,20,0,8,467418,462734,4684
django__django-15814,0,0.0,22757.7,13,deepseek,18,0,6,409638,405614,4024
django__django-15819,0,0.0,32148.6,19,deepseek,20,0,16,642972,637994,4978
django__django-15790,0,0.0,16882.6,22,deepseek,18,0,24,303886,297864,6022
django__django-15902,0,0.0,7405.6,13,deepseek,18,0,6,133300,129840,3460
django__django-15213,0,0.0,44323.8,50,deepseek,48,0,50,2127540,2095374,32166
django__django-15498,0,0.0,3525664.0,101,deepseek,2,0,198,7051328,7036190,15138
django__django-16041,0,0.0,7466.9,17,deepseek,26,0,6,194140,189852,4288
django__django-16139,0,0.0,108892.0,12,deepseek,0,0,22,108892,106652,2240
django__django-15996,0,0.0,48339.5,35,deepseek,32,0,36,1546864,1535666,11198
django__django-16255,1,0.011758,12327.0,7,deepseek,6,0,4,73962,72579,1383
django__django-15851,0,0.222656,67848.0,36,deepseek,22,0,42,1492657,1483982,8675
django__django-16229,0,0.0,26766.8,29,deepseek,42,0,14,1124204,1119108,5096
django__django-15738,0,0.0,105899.3,101,deepseek,76,0,124,8048344,8027316,21028
django__django-15320,0,0.0,1707357.0,101,deepseek,4,0,196,6829428,6814764,14664
django__django-16379,0,0.0,12724.5,21,deepseek,28,0,12,356286,349748,6538
django__django-16408,0,0.0,454706.5,23,deepseek,4,0,40,1818826,1813956,4870
django__django-16400,0,0.114225,39086.4,20,deepseek,20,0,16,781729,774411,7318
django__django-16046,0,0.0,11782.7,54,deepseek,18,0,16,212088,208638,3450
django__django-16595,1,0.070356,47148.9,14,deepseek,10,0,14,471489,466357,5132
django__django-16873,0,0.0,636254.0,18,deepseek,0,0,34,636254,631286,4968
django__django-16910,0,0.0,22092.6,14,deepseek,20,0,6,441852,437552,4300
django__django-17051,0,0.0,18579.5,20,deepseek,22,0,16,408750,404714,4036
django__django-16816,0,0.0,37387.4,30,deepseek,34,0,24,1271172,1261214,9958
django__django-17087,0,0.160893,50880.2,34,deepseek,22,0,42,1119364,1112879,6485
matplotlib__matplotlib-18869,0,0.0,25782.5,17,deepseek,16,0,16,412520,409076,3444
matplotlib__matplotlib-22711,0,0.013917,22569.5,9,deepseek,4,0,10,90278,88151,2127
matplotlib__matplotlib-23562,0,0.0,43952.0,10,deepseek,2,0,16,87904,86312,1592
matplotlib__matplotlib-23314,0,0.050917,34342.9,20,deepseek,10,0,26,343429,338315,5114
matplotlib__matplotlib-23476,0,0.036782,24359.1,13,deepseek,10,0,12,243591,240427,3164
matplotlib__matplotlib-23299,0,0.0,24177.6,25,deepseek,24,0,24,580262,573314,6948
django__django-16820,0,0.0,25855.4,101,deepseek,126,0,74,3257776,3235560,22216
matplotlib__matplotlib-23913,0,0.0,58030.0,13,deepseek,2,0,22,116060,113918,2142
matplotlib__matplotlib-23964,0,0.0,72983.0,12,deepseek,2,0,20,145966,144046,1920
matplotlib__matplotlib-23563,0,0.0,18612.2,27,deepseek,32,0,20,595592,588488,7104
matplotlib__matplotlib-24149,1,0.023863,19416.4,10,deepseek,8,0,8,155331,153604,1727
matplotlib__matplotlib-24265,0,0.0,36553.0,9,deepseek,2,0,14,73106,71672,1434
matplotlib__matplotlib-24334,0,0.0,47572.7,19,deepseek,12,0,24,570872,566942,3930
matplotlib__matplotlib-23987,0,0.0,26985.6,17,deepseek,14,0,18,377798,363988,13810
matplotlib__matplotlib-24970,0,0.024177,13543.8,16,deepseek,12,0,16,162525,159773,2752
matplotlib__matplotlib-25311,0,0.020894,23029.8,13,deepseek,6,0,16,138179,135770,2409
matplotlib__matplotlib-25079,0,0.0,90157.0,17,deepseek,4,0,28,360628,357242,3386
matplotlib__matplotlib-25332,0,0.0,25064.3,21,deepseek,18,0,22,451158,445520,5638
matplotlib__matplotlib-25442,0,0.047259,31721.1,18,deepseek,10,0,22,317211,313889,3322
matplotlib__matplotlib-22835,0,0.0,25730.2,101,deepseek,188,0,12,4837286,4803468,33818
matplotlib__matplotlib-25433,0,0.0,28149.1,19,deepseek,18,0,18,506684,501166,5518
matplotlib__matplotlib-26011,0,0.0,50694.3,16,deepseek,6,0,24,304166,301056,3110
matplotlib__matplotlib-26020,0,0.05161,57450.3,14,deepseek,6,0,18,344702,342082,2620
matplotlib__matplotlib-25498,0,0.035825,23611.4,13,deepseek,10,0,12,236114,233240,2874
mwaskom__seaborn-3190,0,0.0,37651.0,9,deepseek,2,0,14,75302,73978,1324
pallets__flask-4045,0,0.0,13290.1,14,deepseek,18,0,8,239222,236098,3124
mwaskom__seaborn-3407,0,0.0,26465.2,18,deepseek,20,0,14,529304,524322,4982
psf__requests-1963,0,0.0,10160.0,10,deepseek,14,0,4,142240,138184,4056
psf__requests-2148,0,0.0,15386.5,16,deepseek,22,0,8,338504,334786,3718
django__django-15695,0,0.0,88283.8,72,deepseek,72,0,70,6356432,6252634,103798
pallets__flask-5063,0,0.0,20879.3,20,deepseek,20,0,18,417586,412438,5148
mwaskom__seaborn-2848,0,0.0,678693.0,101,deepseek,4,0,196,2714772,2702298,12474
mwaskom__seaborn-3010,0,0.0,65481.7,101,deepseek,42,0,158,2750232,2738034,12198
psf__requests-2674,0,0.07041,29577.3,20,deepseek,16,0,20,473237,469422,3815
psf__requests-3362,0,0.0,13813.4,15,deepseek,20,0,8,276268,272290,3978
pallets__flask-4992,0,0.039538,22068.0,16,deepseek,12,0,16,264816,260369,4447
pydata__xarray-3364,0,0.0,13602.4,13,deepseek,16,0,8,217638,213184,4454
psf__requests-863,0,0.0,13554.1,10,deepseek,14,0,4,189758,186180,3578
pydata__xarray-4094,0,0.0,8090.8,12,deepseek,16,0,6,129452,126268,3184
pylint-dev__pylint-6506,0,0.042198,46539.7,10,deepseek,6,0,10,279238,277184,2054
pydata__xarray-4493,0,0.0,16619.4,13,deepseek,14,0,10,232672,229792,2880
pydata__xarray-5131,1,0.025491,20877.8,12,deepseek,8,0,12,167022,164917,2105
pylint-dev__pylint-7993,1,0.032999,35404.5,8,deepseek,6,0,6,212427,210795,1632
pylint-dev__pylint-5859,0,0.0,60469.4,19,deepseek,14,0,22,846572,840344,6228
psf__requests-2317,1,0.0,25554.8,101,deepseek,186,0,14,4753188,4730884,22304
pytest-dev__pytest-11143,1,0.058113,39026.6,14,deepseek,10,0,14,390266,387279,2987
pylint-dev__pylint-7114,0,0.0,48781.1,16,deepseek,14,0,16,682936,676612,6324
pytest-dev__pytest-11148,0,0.0,18328.7,17,deepseek,12,0,20,219944,216632,3312
pytest-dev__pytest-5103,0,0.0,25237.7,18,deepseek,20,0,14,504754,498542,6212
pytest-dev__pytest-5227,1,0.0,36284.0,11,deepseek,8,0,12,290272,288486,1786
pytest-dev__pytest-6116,0,0.042643,44238.0,9,deepseek,6,0,8,265428,263384,2044
pytest-dev__pytest-5413,0,0.0,40192.8,20,deepseek,32,0,6,1286170,1282214,3956
pytest-dev__pytest-5692,0,0.0,35821.7,20,deepseek,20,0,18,716434,711722,4712
pytest-dev__pytest-7373,0,0.0,9508.5,16,deepseek,22,0,8,209186,204814,4372
pytest-dev__pytest-7220,0,0.0,35041.1,21,deepseek,20,0,20,700822,693776,7046
pydata__xarray-4248,0,0.0,47815.2,101,deepseek,114,0,86,5450928,5423180,27748
pylint-dev__pylint-7228,0,0.0,92115.6,101,deepseek,132,0,68,12159256,12128314,30942
pytest-dev__pytest-7490,0,0.0,21915.6,14,deepseek,16,0,10,350650,346808,3842
pytest-dev__pytest-8365,0,0.051974,34883.7,15,deepseek,10,0,16,348837,345132,3705
pytest-dev__pytest-9359,0,0.0,27203.3,16,deepseek,24,0,6,652880,648050,4830
pytest-dev__pytest-5221,0,0.0,365159.8,101,deepseek,12,0,188,4381918,4360360,21558
scikit-learn__scikit-learn-10508,0,0.0,14830.0,16,deepseek,20,0,10,296600,292826,3774
scikit-learn__scikit-learn-11040,0,0.0,37941.0,9,deepseek,2,0,14,75882,74592,1290
scikit-learn__scikit-learn-10297,0,0.0,46343.8,15,deepseek,12,0,16,556126,551208,4918
scikit-learn__scikit-learn-10949,0,0.0,23845.3,22,deepseek,20,0,22,476906,470926,5980
pytest-dev__pytest-7168,0,0.0,50968.3,101,deepseek,98,0,102,4994896,4965216,29680
scikit-learn__scikit-learn-11281,0,0.0,33964.0,13,deepseek,6,0,18,203784,200756,3028
scikit-learn__scikit-learn-12471,1,0.021593,22850.7,11,deepseek,6,0,12,137104,133522,3582
scikit-learn__scikit-learn-13142,0,0.0,19050.4,12,deepseek,14,0,8,266706,264052,2654
pytest-dev__pytest-8906,0,0.0,45967.6,86,deepseek,84,0,86,3861278,3843616,17662
pylint-dev__pylint-7080,0,0.0,54248.5,101,deepseek,100,0,100,5424848,5399404,25444
scikit-learn__scikit-learn-13439,1,0.036106,38825.3,9,deepseek,6,0,8,232952,231431,1521
scikit-learn__scikit-learn-13496,0,0.053178,34599.4,11,deepseek,10,0,8,345994,342885,3109
scikit-learn__scikit-learn-13497,0,0.0,16973.7,13,deepseek,14,0,10,237632,231124,6508
scikit-learn__scikit-learn-13779,0,0.0,12857.9,19,deepseek,30,0,6,385736,380368,5368
scikit-learn__scikit-learn-14092,0,0.040373,33685.2,15,deepseek,8,0,18,269482,266386,3096
scikit-learn__scikit-learn-14894,0,0.0,19334.1,19,deepseek,22,0,14,425350,417660,7690
scikit-learn__scikit-learn-14087,0,0.0,18178.1,29,deepseek,32,0,24,581698,572268,9430
scikit-learn__scikit-learn-25500,0,0.012616,13494.2,8,deepseek,6,0,6,80965,79297,1668
scikit-learn__scikit-learn-25570,0,0.0,20245.0,17,deepseek,14,0,18,283430,279086,4344
scikit-learn__scikit-learn-25747,0,0.0,24313.8,9,deepseek,12,0,4,291766,289446,2320
scikit-learn__scikit-learn-25638,0,0.058299,47590.8,11,deepseek,8,0,10,380726,374838,5888
scikit-learn__scikit-learn-14983,0,0.0,104718.7,101,deepseek,68,0,132,7120874,7099364,21510
scikit-learn__scikit-learn-15512,0,0.0,39021.8,101,deepseek,128,0,72,4994790,4971376,23414
sphinx-doc__sphinx-7686,0,0.0,38157.0,20,deepseek,20,0,18,763140,757780,5360
scikit-learn__scikit-learn-15535,1,0.016608,17359.8,9,deepseek,6,0,8,104159,102334,1825
scikit-learn__scikit-learn-13584,0,0.0,10407.7,10,deepseek,14,0,4,145708,142906,2802
sphinx-doc__sphinx-8435,0,0.041905,15370.8,15,deepseek,18,0,8,276675,273493,3182
sphinx-doc__sphinx-8474,0,0.018063,11717.3,12,deepseek,10,0,10,117173,114239,2934
django__django-16527,0,0.0,25842.6,15,deepseek,20,0,8,516852,510908,5944
pytest-dev__pytest-5495,0,0.0,67619.0,23,deepseek,12,0,32,811428,805986,5442
sphinx-doc__sphinx-8282,0,0.0,21660.2,27,deepseek,30,0,22,649806,643276,6530
sphinx-doc__sphinx-8273,0,0.0,59493.4,18,deepseek,18,0,16,1070882,1065488,5394
sphinx-doc__sphinx-10451,0,0.136953,58723.7,23,deepseek,16,0,26,939579,932718,6861
sphinx-doc__sphinx-7738,0,0.0,37125.9,26,deepseek,28,0,22,1039524,1033136,6388
sphinx-doc__sphinx-8713,1,0.020173,21678.7,9,deepseek,6,0,8,130072,128366,1706
sphinx-doc__sphinx-8721,0,0.039981,21508.8,13,deepseek,12,0,10,258105,255690,2415
sympy__sympy-11400,0,0.012396,13375.8,10,deepseek,6,0,10,80255,78248,2007
django__django-12908,0,0.0,50860.3,101,deepseek,96,0,104,4882592,4862956,19636
sphinx-doc__sphinx-8595,0,0.0,25315.2,22,deepseek,28,0,14,708826,703210,5616
sphinx-doc__sphinx-8627,0,0.04751,15986.1,19,deepseek,20,0,14,319723,315066,4657
pytest-dev__pytest-7432,0,0.0,101781.2,81,deepseek,110,0,50,11195934,11178608,17326
sphinx-doc__sphinx-7975,0,0.0,85487.9,101,deepseek,102,0,98,8719770,8695502,24268
sympy__sympy-11897,0,0.0,20924.3,21,deepseek,30,0,10,627728,620890,6838
sympy__sympy-12171,0,0.0,12636.6,19,deepseek,22,0,14,278006,273628,4378
sympy__sympy-12454,0,0.0,49014.0,11,deepseek,2,0,18,98028,96486,1542
sympy__sympy-12419,0,0.0,30782.6,21,deepseek,16,0,24,492522,488084,4438
sympy__sympy-13043,0,0.0,130556.0,13,deepseek,0,0,24,130556,128878,1678
sympy__sympy-13480,1,0.009484,10098.7,8,deepseek,6,0,6,60592,59434,1158
sympy__sympy-13437,0,0.0,40992.0,10,deepseek,2,0,16,81984,80524,1460
sphinx-doc__sphinx-10325,0,0.075467,42502.4,15,deepseek,12,0,14,510029,506507,3522
sympy__sympy-11870,0,0.0,9890.4,14,deepseek,14,0,12,138466,135810,2656
sympy__sympy-13177,0,0.0,41242.8,16,deepseek,12,0,18,494914,490818,4096
sphinx-doc__sphinx-8801,0,0.0,89070.7,15,deepseek,6,0,22,534424,532074,2350
sympy__sympy-12236,0,0.0,54351.2,13,deepseek,12,0,12,652214,646898,5316
sympy__sympy-13146,0,0.044165,18451.9,16,deepseek,16,0,12,295231,291155,4076
sympy__sympy-13647,0,0.0,44267.0,14,deepseek,12,0,14,531204,526400,4804
sympy__sympy-13773,0,0.0,20225.2,21,deepseek,24,0,16,485406,480234,5172
sympy__sympy-13031,0,0.0,23837.3,20,deepseek,22,0,16,524420,515386,9034
sympy__sympy-13895,0,0.0,38851.0,9,deepseek,2,0,14,77702,76174,1528
sphinx-doc__sphinx-11445,0,0.0,27977.4,15,deepseek,18,0,10,503594,499040,4554
sympy__sympy-14817,0,0.048654,39828.4,12,deepseek,8,0,12,318627,316499,2128
sympy__sympy-13971,1,0.0,27343.1,21,deepseek,22,0,18,601548,597238,4310
sympy__sympy-13915,0,0.0,22020.1,18,deepseek,18,0,16,396362,392128,4234
sympy__sympy-13471,0,0.0,41741.4,101,deepseek,100,0,100,4174136,4154776,19360
sympy__sympy-12481,0,0.0,66724.1,91,deepseek,170,0,10,11343102,11323784,19318
sympy__sympy-15011,0,0.0,14742.5,17,deepseek,24,0,8,353820,348084,5736
sphinx-doc__sphinx-8506,0,0.0,73121.2,101,deepseek,120,0,80,8774548,8751372,23176
sympy__sympy-15308,0,0.0,30905.6,22,deepseek,16,0,26,494490,489262,5228
sympy__sympy-14317,0,0.0,184765.1,52,deepseek,34,0,68,6282014,6272434,9580
sympy__sympy-15345,0,0.0,17136.0,17,deepseek,14,0,18,239904,236914,2990
sympy__sympy-15609,1,0.026881,21757.4,12,deepseek,8,0,12,174059,171866,2193
sympy__sympy-14774,1,0.061628,41122.6,13,deepseek,10,0,12,411226,408243,2983
sympy__sympy-17655,0,0.035415,37506.5,8,deepseek,6,0,6,225039,222077,2962
sympy__sympy-16792,0,0.0,41567.7,21,deepseek,22,0,18,914490,908184,6306
sympy__sympy-16106,0,0.0,24507.4,10,deepseek,14,0,4,343104,339106,3998
sympy__sympy-16988,0,0.0,19204.9,16,deepseek,20,0,10,384098,379842,4256
sympy__sympy-14308,0,0.0,9388.4,15,deepseek,18,0,10,168992,165904,3088
sympy__sympy-14024,0,0.0,18262.2,13,deepseek,18,0,6,328720,321520,7200
sympy__sympy-17139,0,0.037744,20912.4,15,deepseek,12,0,14,250949,248490,2459
sympy__sympy-15678,0,0.0,17874.6,14,deepseek,16,0,10,285994,281024,4970
sympy__sympy-16281,0,0.094302,39936.7,16,deepseek,16,0,12,638987,633428,5559
sympy__sympy-15346,0,0.0,42320.0,16,deepseek,16,0,14,677120,670844,6276
sympy__sympy-16503,0,0.0,1253172.0,101,deepseek,2,0,198,2506344,2490210,16134
sympy__sympy-18057,0,0.0,44490.3,20,deepseek,20,0,18,889806,883366,6440
sympy__sympy-19254,0,0.017496,17878.5,8,deepseek,6,0,6,107271,105127,2144
sympy__sympy-17630,0,0.0,75397.5,101,deepseek,100,0,100,7539752,7520838,18914
sympy__sympy-18189,0,0.0,13339.6,12,deepseek,14,0,8,186754,182626,4128
sympy__sympy-19487,0,0.0,15115.5,16,deepseek,20,0,10,302310,297982,4328
sympy__sympy-19007,0,0.0,13146.3,21,deepseek,28,0,12,368096,361598,6498
sympy__sympy-18698,0,0.0,20266.3,13,deepseek,14,0,10,283728,279764,3964
sympy__sympy-18087,0,0.0,20466.2,27,deepseek,26,0,26,532122,525762,6360
sympy__sympy-18199,0,0.0,34887.1,25,deepseek,26,0,22,907064,901332,5732
sympy__sympy-18835,0,0.0,19378.0,18,deepseek,16,0,18,310048,306302,3746
sympy__sympy-17022,0,0.0,52940.5,101,deepseek,124,0,76,6564616,6530608,34008
sympy__sympy-20154,0,0.0,25322.6,11,deepseek,14,0,6,354516,352840,1676
sympy__sympy-20212,0,0.0,24843.6,15,deepseek,10,0,18,248436,245958,2478
sympy__sympy-20049,0,0.0,27664.6,13,deepseek,18,0,6,497962,494078,3884
sympy__sympy-22005,0,0.01164,18819.8,9,deepseek,4,0,10,75279,73586,1693
sympy__sympy-21614,0,0.0,50240.0,12,deepseek,2,0,20,100480,98804,1676
sympy__sympy-21612,0,0.0,36746.2,16,deepseek,8,0,22,293970,291394,2576
sympy__sympy-21379,1,0.026256,21253.8,10,deepseek,8,0,8,170030,167951,2079
sympy__sympy-14396,0,0.0,30241.4,15,deepseek,20,0,8,604828,600084,4744
sympy__sympy-21171,0,0.019801,21580.7,10,deepseek,6,0,10,129484,127290,2194
sympy__sympy-20590,0,0.032231,20904.5,13,deepseek,10,0,12,209045,203293,5752
sympy__sympy-21847,0,0.0,16132.3,15,deepseek,20,0,8,322646,317966,4680
sympy__sympy-20322,0,0.0,23058.6,20,deepseek,26,0,12,599524,585852,13672
sympy__sympy-21055,0,0.074896,27655.1,18,deepseek,18,0,14,497791,486566,11225
sympy__sympy-18532,0,0.0,53090.7,48,deepseek,84,0,10,4459620,4450846,8774
sympy__sympy-18621,0,1.119884,70168.3,64,deepseek,112,0,12,7858853,7840815,18038
sympy__sympy-21627,0,0.0,21437.7,26,deepseek,26,0,24,557380,551054,6326
sympy__sympy-23117,0,0.01989,16166.8,11,deepseek,8,0,10,129334,126634,2700
sympy__sympy-22714,0,0.0,13938.3,16,deepseek,22,0,8,306642,302310,4332
sympy__sympy-22840,0,0.0,49916.0,14,deepseek,12,0,14,598992,593764,5228
sympy__sympy-24066,0,0.0,8417.6,10,deepseek,14,0,4,117846,113944,3902
sympy__sympy-24213,0,0.0,14995.7,13,deepseek,12,0,12,179948,173198,6750
sympy__sympy-24909,0,0.0,9650.3,13,deepseek,18,0,6,173706,168566,5140
sympy__sympy-23191,0,0.0,72876.9,39,deepseek,42,0,34,3060828,3046788,14040
sympy__sympy-24152,0,0.0,33884.3,15,deepseek,18,0,10,609918,601624,8294
sympy__sympy-24102,0,0.0,25305.5,23,deepseek,22,0,22,556720,548760,7960
sympy__sympy-20639,0,0.0,1318386.0,65,deepseek,2,0,126,2636772,2589848,46924
sympy__sympy-23262,0,0.0,72149.7,86,deepseek,160,0,10,11543956,11522248,21708
sympy__sympy-20442,0,0.0,11859.6,18,deepseek,22,0,12,260912,255818,5094
